rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
4,"(25, 20, 10)",2,139,15,127,21,10,7.73,0.18,3.92,30.3,-0.3
4,"(25, 20, 10)",2,139,15,107,21,10,7.89,0.19,3.79,29.9,-0.34
4,"(25, 20, 10)",2,139,15,37,21,10,7.6,0.18,3.84,29.18,-0.32
4,"(25, 20, 10)",2,139,15,155,21,10,7.58,0.18,3.82,28.96,-0.32
4,"(25, 20, 10)",2,139,15,82,21,5,7.1,0.18,3.83,27.19,-0.27
4,"(25, 20, 10)",2,139,15,71,21,5,6.97,0.18,3.82,26.63,-0.28
4,"(25, 20, 10)",2,139,15,71,21,7,6.98,0.18,3.81,26.59,-0.3
4,"(25, 20, 10)",2,139,15,34,19,10,6.88,0.17,3.78,26.01,-0.33
4,"(25, 20, 10)",2,139,15,27,21,10,6.73,0.17,3.79,25.51,-0.32
4,"(25, 20, 10)",2,139,15,34,13,10,6.52,0.17,3.66,23.86,-0.33
4,"(25, 20, 10)",2,139,15,82,21,7,6.28,0.17,3.66,22.98,-0.29
4,"(25, 20, 10)",2,139,15,29,21,10,6.25,0.17,3.63,22.69,-0.31
4,"(25, 20, 10)",2,139,15,28,21,10,5.79,0.16,3.62,20.96,-0.31
4,"(25, 20, 10)",2,139,15,82,21,3,5.77,0.16,3.51,20.25,-0.28
4,"(25, 20, 10)",2,139,15,34,25,10,5.6,0.16,3.53,19.77,-0.33
4,"(25, 20, 10)",2,139,15,34,21,13,5.49,0.16,3.43,18.83,-0.34
4,"(25, 20, 10)",2,139,15,82,21,1,5.41,0.16,3.33,18.02,-0.3
4,"(25, 20, 10)",2,139,15,34,21,16,4.86,0.15,3.35,16.28,-0.33
4,"(25, 20, 10)",2,139,15,34,21,4,4.73,0.15,3.39,16.03,-0.32
4,"(25, 20, 10)",2,139,15,71,21,3,4.82,0.15,3.24,15.62,-0.31
4,"(25, 20, 10)",2,139,15,34,21,1,4.16,0.14,3.22,13.4,-0.32
4,"(25, 20, 10)",2,139,15,34,21,19,3.78,0.13,2.96,11.19,-0.33
4,"(25, 20, 10)",2,139,15,34,21,7,3.47,0.12,2.98,10.34,-0.32
